죄종별,기간별,항목,단위,1990 년,1991 년,1992 년,1993 년,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
지능범,2시간이내,범죄,건,314,281,380,321,195,205,150,190,291,568,595,838,638,704,46,361,67,99,109,103,1310
지능범,5시간이내,범죄,건,328,387,339,305,279,279,297,300,908,1697,1058,1171,1108,1221,81,681,112,128,119,102,2216
지능범,12시간이내,범죄,건,219,238,490,444,289,250,251,271,344,721,663,792,703,756,59,455,72,121,112,78,2495
지능범,24시간이내,범죄,건,1075,2444,1395,1230,703,503,587,735,761,1492,1102,1234,1278,1377,40,739,63,92,105,79,2237
지능범,2일이내,범죄,건,693,785,760,804,644,639,612,601,750,1516,1080,1242,1242,1318,59,867,156,210,197,148,2329
지능범,5일이내,범죄,건,1386,1371,1319,1288,1458,1437,1532,1659,1835,2585,2202,2762,2786,2984,148,1699,281,342,305,241,4052
지능범,10일이내,범죄,건,1397,1312,1796,1856,2297,2291,2412,2399,2511,2996,2911,3412,3653,4055,184,1957,298,357,290,248,4809
지능범,1개월이내,범죄,건,4966,5166,5458,7043,7731,8233,8712,8463,8797,8472,9171,10812,12355,13657,664,5166,783,791,757,676,12509
지능범,3개월이내,범죄,건,9540,9796,12990,14727,19932,22348,23365,23532,25262,21906,22147,25837,31052,36247,1918,12924,2032,1998,1929,1914,29907
지능범,3개월초과,범죄,건,43889,50816,72060,97771,121913,157612,186430,172201,206299,195223,142726,150425,154060,198936,286842,218943,254082,228290,255687,277843,200395
직무유기,계,범죄,건,121,146,159,170,,,,,,,,,,,,,,,,,
직무유기,1시간이내,범죄,건,2,9,8,5,,,,,,,,,,,,,,,,,
직무유기,2시간이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
직무유기,5시간이내,범죄,건,2,,1,,,,,,,,,,,,,,,,,,
직무유기,12시간이내,범죄,건,,1,2,1,,,,,,,,,,,,,,,,,
직무유기,24시간이내,범죄,건,,9,2,2,,,,,,,,,,,,,,,,,
직무유기,2일이내,범죄,건,2,,2,2,,,,,,,,,,,,,,,,,
직무유기,5일이내,범죄,건,4,6,2,4,,,,,,,,,,,,,,,,,
직무유기,10일이내,범죄,건,4,9,7,4,,,,,,,,,,,,,,,,,
직무유기,1개월이내,범죄,건,11,12,16,17,,,,,,,,,,,,,,,,,
직무유기,3개월이내,범죄,건,29,28,24,30,,,,,,,,,,,,,,,,,
직무유기,3개월초과,범죄,건,67,72,95,104,,,,,,,,,,,,,,,,,
직권남용체포·감금,계,범죄,건,46,41,39,49,,,,,,,,,,,,,,,,,
직권남용체포·감금,1시간이내,범죄,건,,2,2,1,,,,,,,,,,,,,,,,,
직권남용체포·감금,5시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
직권남용체포·감금,12시간이내,범죄,건,1,,,,,,,,,,,,,,,,,,,,
직권남용체포·감금,24시간이내,범죄,건,2,,,,,,,,,,,,,,,,,,,,
직권남용체포·감금,2일이내,범죄,건,1,,4,,,,,,,,,,,,,,,,,,
직권남용체포·감금,5일이내,범죄,건,,,,3,,,,,,,,,,,,,,,,,
직권남용체포·감금,10일이내,범죄,건,2,1,,3,,,,,,,,,,,,,,,,,
직권남용체포·감금,1개월이내,범죄,건,8,4,3,4,,,,,,,,,,,,,,,,,
직권남용체포·감금,3개월이내,범죄,건,10,7,7,14,,,,,,,,,,,,,,,,,
직권남용체포·감금,3개월초과,범죄,건,22,27,22,24,,,,,,,,,,,,,,,,,
독직폭행가혹행위,계,범죄,건,8,3,10,21,,,,,,,,,,,,,,,,,
독직폭행가혹행위,1시간이내,범죄,건,1,,,,,,,,,,,,,,,,,,,,
독직폭행가혹행위,12시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
독직폭행가혹행위,24시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
독직폭행가혹행위,2일이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
독직폭행가혹행위,5일이내,범죄,건,1,1,1,,,,,,,,,,,,,,,,,,
독직폭행가혹행위,10일이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
독직폭행가혹행위,1개월이내,범죄,건,1,1,2,2,,,,,,,,,,,,,,,,,
독직폭행가혹행위,3개월이내,범죄,건,4,,1,9,,,,,,,,,,,,,,,,,
독직폭행가혹행위,3개월초과,범죄,건,1,1,3,9,,,,,,,,,,,,,,,,,
피의사실공표,계,범죄,건,1,3,4,3,,,,,,,,,,,,,,,,,
피의사실공표,1시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
피의사실공표,24시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
피의사실공표,2일이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
피의사실공표,5일이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
피의사실공표,10일이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
피의사실공표,1개월이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
피의사실공표,3개월초과,범죄,건,1,2,1,1,,,,,,,,,,,,,,,,,
공무상비밀누설,계,범죄,건,26,40,35,36,,,,,,,,,,,,,,,,,
공무상비밀누설,1시간이내,범죄,건,1,2,2,1,,,,,,,,,,,,,,,,,
공무상비밀누설,2시간이내,범죄,건,1,,,,,,,,,,,,,,,,,,,,
공무상비밀누설,5시간이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
공무상비밀누설,12시간이내,범죄,건,,1,1,,,,,,,,,,,,,,,,,,
공무상비밀누설,24시간이내,범죄,건,1,2,,1,,,,,,,,,,,,,,,,,
공무상비밀누설,2일이내,범죄,건,1,2,2,,,,,,,,,,,,,,,,,,
공무상비밀누설,5일이내,범죄,건,2,,1,2,,,,,,,,,,,,,,,,,
공무상비밀누설,10일이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
공무상비밀누설,1개월이내,범죄,건,1,5,3,3,,,,,,,,,,,,,,,,,
공무상비밀누설,3개월이내,범죄,건,3,10,10,7,,,,,,,,,,,,,,,,,
공무상비밀누설,3개월초과,범죄,건,16,17,16,21,,,,,,,,,,,,,,,,,
선거방해,계,범죄,건,,4,12,3,,,,,,,,,,,,,,,,,
선거방해,1시간이내,범죄,건,,,5,,,,,,,,,,,,,,,,,,
선거방해,12시간이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
선거방해,24시간이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
선거방해,2일이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
선거방해,5일이내,범죄,건,,1,1,,,,,,,,,,,,,,,,,,
선거방해,10일이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
선거방해,1개월이내,범죄,건,,,1,1,,,,,,,,,,,,,,,,,
선거방해,3개월이내,범죄,건,,,2,1,,,,,,,,,,,,,,,,,
선거방해,3개월초과,범죄,건,,,2,1,,,,,,,,,,,,,,,,,
뇌물수수,계,범죄,건,109,491,1198,375,,,,,,,,,,,,,,,,,
뇌물수수,1시간이내,범죄,건,21,218,882,186,,,,,,,,,,,,,,,,,
뇌물수수,2시간이내,범죄,건,2,22,46,12,,,,,,,,,,,,,,,,,
뇌물수수,5시간이내,범죄,건,4,9,16,3,,,,,,,,,,,,,,,,,
뇌물수수,12시간이내,범죄,건,6,8,8,4,,,,,,,,,,,,,,,,,
뇌물수수,24시간이내,범죄,건,17,52,44,14,,,,,,,,,,,,,,,,,
뇌물수수,2일이내,범죄,건,4,31,9,9,,,,,,,,,,,,,,,,,
뇌물수수,5일이내,범죄,건,10,26,8,11,,,,,,,,,,,,,,,,,
뇌물수수,10일이내,범죄,건,4,16,10,5,,,,,,,,,,,,,,,,,
뇌물수수,1개월이내,범죄,건,5,17,12,8,,,,,,,,,,,,,,,,,
뇌물수수,3개월이내,범죄,건,9,26,21,18,,,,,,,,,,,,,,,,,
뇌물수수,3개월초과,범죄,건,27,66,142,105,,,,,,,,,,,,,,,,,
뇌물공여,계,범죄,건,95,681,1779,2707,,,,,,,,,,,,,,,,,
뇌물공여,1시간이내,범죄,건,34,408,1242,2248,,,,,,,,,,,,,,,,,
뇌물공여,2시간이내,범죄,건,4,32,94,129,,,,,,,,,,,,,,,,,
뇌물공여,5시간이내,범죄,건,1,28,46,42,,,,,,,,,,,,,,,,,
뇌물공여,12시간이내,범죄,건,9,10,16,27,,,,,,,,,,,,,,,,,
뇌물공여,24시간이내,범죄,건,8,39,79,73,,,,,,,,,,,,,,,,,
뇌물공여,2일이내,범죄,건,10,20,30,14,,,,,,,,,,,,,,,,,
뇌물공여,5일이내,범죄,건,4,16,100,8,,,,,,,,,,,,,,,,,
뇌물공여,10일이내,범죄,건,6,14,29,12,,,,,,,,,,,,,,,,,
뇌물공여,1개월이내,범죄,건,5,27,13,7,,,,,,,,,,,,,,,,,
뇌물공여,3개월이내,범죄,건,5,22,9,12,,,,,,,,,,,,,,,,,
뇌물공여,3개월초과,범죄,건,9,65,121,135,,,,,,,,,,,,,,,,,
통화위조,계,범죄,건,45,43,61,55,,,,,,,,,,,,,,,,,
통화위조,1시간이내,범죄,건,11,13,19,8,,,,,,,,,,,,,,,,,
통화위조,2시간이내,범죄,건,2,,1,,,,,,,,,,,,,,,,,,
통화위조,5시간이내,범죄,건,2,1,4,2,,,,,,,,,,,,,,,,,
통화위조,12시간이내,범죄,건,,1,3,,,,,,,,,,,,,,,,,,
통화위조,24시간이내,범죄,건,3,1,6,4,,,,,,,,,,,,,,,,,
통화위조,2일이내,범죄,건,,1,2,1,,,,,,,,,,,,,,,,,
통화위조,5일이내,범죄,건,5,7,5,4,,,,,,,,,,,,,,,,,
통화위조,10일이내,범죄,건,,,1,2,,,,,,,,,,,,,,,,,
통화위조,1개월이내,범죄,건,4,2,2,6,,,,,,,,,,,,,,,,,
통화위조,3개월이내,범죄,건,6,3,6,5,,,,,,,,,,,,,,,,,
통화위조,3개월초과,범죄,건,12,14,12,23,,,,,,,,,,,,,,,,,
문서위조,계,범죄,건,4769,4518,4799,5814,,,,,,,,,,,,,,,,,
문서위조,1시간이내,범죄,건,160,267,301,288,,,,,,,,,,,,,,,,,
문서위조,2시간이내,범죄,건,15,19,16,12,,,,,,,,,,,,,,,,,
문서위조,5시간이내,범죄,건,9,7,24,18,,,,,,,,,,,,,,,,,
문서위조,12시간이내,범죄,건,14,10,31,35,,,,,,,,,,,,,,,,,
문서위조,24시간이내,범죄,건,80,98,86,107,,,,,,,,,,,,,,,,,
문서위조,2일이내,범죄,건,41,64,57,88,,,,,,,,,,,,,,,,,
문서위조,5일이내,범죄,건,90,104,65,96,,,,,,,,,,,,,,,,,
문서위조,10일이내,범죄,건,102,77,123,139,,,,,,,,,,,,,,,,,
문서위조,1개월이내,범죄,건,333,330,284,384,,,,,,,,,,,,,,,,,
문서위조,3개월이내,범죄,건,690,545,505,637,,,,,,,,,,,,,,,,,
문서위조,3개월초과,범죄,건,3235,2997,3307,4010,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",계,범죄,건,485,549,882,1117,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",1시간이내,범죄,건,24,28,57,54,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",2시간이내,범죄,건,1,,2,3,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",5시간이내,범죄,건,,3,1,2,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",12시간이내,범죄,건,1,1,5,4,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",24시간이내,범죄,건,5,7,16,20,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",2일이내,범죄,건,6,7,10,14,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",5일이내,범죄,건,16,12,23,24,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",10일이내,범죄,건,20,14,24,22,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",1개월이내,범죄,건,25,53,53,79,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",3개월이내,범죄,건,70,64,107,113,,,,,,,,,,,,,,,,,
"유가증권,우표인지위조",3개월초과,범죄,건,317,360,584,782,,,,,,,,,,,,,,,,,
인장위조,계,범죄,건,232,258,301,336,,,,,,,,,,,,,,,,,
인장위조,1시간이내,범죄,건,13,7,23,32,,,,,,,,,,,,,,,,,
인장위조,2시간이내,범죄,건,,4,,1,,,,,,,,,,,,,,,,,
인장위조,5시간이내,범죄,건,,,3,1,,,,,,,,,,,,,,,,,
인장위조,12시간이내,범죄,건,1,1,2,1,,,,,,,,,,,,,,,,,
인장위조,24시간이내,범죄,건,10,3,12,14,,,,,,,,,,,,,,,,,
인장위조,2일이내,범죄,건,7,7,3,4,,,,,,,,,,,,,,,,,
인장위조,5일이내,범죄,건,10,13,14,25,,,,,,,,,,,,,,,,,
인장위조,10일이내,범죄,건,8,13,15,26,,,,,,,,,,,,,,,,,
인장위조,1개월이내,범죄,건,21,29,30,36,,,,,,,,,,,,,,,,,
인장위조,3개월이내,범죄,건,29,37,47,36,,,,,,,,,,,,,,,,,
인장위조,3개월초과,범죄,건,133,144,152,160,,,,,,,,,,,,,,,,,
사기,계,범죄,건,44035,52681,74280,99882,,,,,,,,,,,,,,,,,
사기,1시간이내,범죄,건,1882,2968,3885,4431,,,,,,,,,,,,,,,,,
사기,2시간이내,범죄,건,235,170,198,132,,,,,,,,,,,,,,,,,
사기,5시간이내,범죄,건,264,276,194,194,,,,,,,,,,,,,,,,,
사기,12시간이내,범죄,건,145,167,321,279,,,,,,,,,,,,,,,,,
사기,24시간이내,범죄,건,700,941,862,752,,,,,,,,,,,,,,,,,
사기,2일이내,범죄,건,437,499,451,475,,,,,,,,,,,,,,,,,
사기,5일이내,범죄,건,826,810,734,724,,,,,,,,,,,,,,,,,
사기,10일이내,범죄,건,832,776,1098,1157,,,,,,,,,,,,,,,,,
사기,1개월이내,범죄,건,3243,3334,3614,4792,,,,,,,,,,,,,,,,,
사기,3개월이내,범죄,건,6274,6704,9359,10885,,,,,,,,,,,,,,,,,
사기,3개월초과,범죄,건,29197,36036,53564,76061,,,,,,,,,,,,,,,,,
횡령,계,범죄,건,8478,8612,11095,12226,,,,,,,,,,,,,,,,,
횡령,1시간이내,범죄,건,250,361,428,465,,,,,,,,,,,,,,,,,
횡령,2시간이내,범죄,건,22,10,4,5,,,,,,,,,,,,,,,,,
횡령,5시간이내,범죄,건,14,22,3,5,,,,,,,,,,,,,,,,,
횡령,12시간이내,범죄,건,10,10,33,35,,,,,,,,,,,,,,,,,
횡령,24시간이내,범죄,건,100,128,124,89,,,,,,,,,,,,,,,,,
횡령,2일이내,범죄,건,56,42,68,75,,,,,,,,,,,,,,,,,
횡령,5일이내,범죄,건,178,146,137,154,,,,,,,,,,,,,,,,,
횡령,10일이내,범죄,건,190,183,239,215,,,,,,,,,,,,,,,,,
횡령,1개월이내,범죄,건,673,655,748,901,,,,,,,,,,,,,,,,,
횡령,3개월이내,범죄,건,1286,1270,1637,1665,,,,,,,,,,,,,,,,,
횡령,3개월초과,범죄,건,5699,5785,7674,8617,,,,,,,,,,,,,,,,,
업무상횡령,계,범죄,건,4063,4224,5080,5822,,,,,,,,,,,,,,,,,
업무상횡령,1시간이내,범죄,건,128,209,185,218,,,,,,,,,,,,,,,,,
업무상횡령,2시간이내,범죄,건,9,5,3,1,,,,,,,,,,,,,,,,,
업무상횡령,5시간이내,범죄,건,5,5,9,6,,,,,,,,,,,,,,,,,
업무상횡령,12시간이내,범죄,건,5,8,24,10,,,,,,,,,,,,,,,,,
업무상횡령,24시간이내,범죄,건,38,61,52,54,,,,,,,,,,,,,,,,,
업무상횡령,2일이내,범죄,건,30,25,25,26,,,,,,,,,,,,,,,,,
업무상횡령,5일이내,범죄,건,77,62,64,69,,,,,,,,,,,,,,,,,
업무상횡령,10일이내,범죄,건,80,68,79,85,,,,,,,,,,,,,,,,,
업무상횡령,1개월이내,범죄,건,264,283,284,324,,,,,,,,,,,,,,,,,
업무상횡령,3개월이내,범죄,건,619,563,650,688,,,,,,,,,,,,,,,,,
업무상횡령,3개월초과,범죄,건,2808,2935,3705,4341,,,,,,,,,,,,,,,,,
점유이탈물횡령,계,범죄,건,1086,1128,1124,1311,,,,,,,,,,,,,,,,,
점유이탈물횡령,1시간이내,범죄,건,150,121,137,172,,,,,,,,,,,,,,,,,
점유이탈물횡령,2시간이내,범죄,건,17,13,14,20,,,,,,,,,,,,,,,,,
점유이탈물횡령,5시간이내,범죄,건,24,29,32,32,,,,,,,,,,,,,,,,,
점유이탈물횡령,12시간이내,범죄,건,26,19,25,35,,,,,,,,,,,,,,,,,
점유이탈물횡령,24시간이내,범죄,건,93,70,79,69,,,,,,,,,,,,,,,,,
점유이탈물횡령,2일이내,범죄,건,76,73,79,78,,,,,,,,,,,,,,,,,
점유이탈물횡령,5일이내,범죄,건,119,133,124,122,,,,,,,,,,,,,,,,,
점유이탈물횡령,10일이내,범죄,건,97,94,98,109,,,,,,,,,,,,,,,,,
점유이탈물횡령,1개월이내,범죄,건,169,226,180,226,,,,,,,,,,,,,,,,,
점유이탈물횡령,3개월이내,범죄,건,139,148,146,154,,,,,,,,,,,,,,,,,
점유이탈물횡령,3개월초과,범죄,건,176,202,210,294,,,,,,,,,,,,,,,,,
배임,계,범죄,건,2313,2272,2635,3091,,,,,,,,,,,,,,,,,
배임,1시간이내,범죄,건,56,97,87,101,,,,,,,,,,,,,,,,,
배임,2시간이내,범죄,건,6,3,1,3,,,,,,,,,,,,,,,,,
배임,5시간이내,범죄,건,2,6,4,,,,,,,,,,,,,,,,,,
배임,12시간이내,범죄,건,1,,16,11,,,,,,,,,,,,,,,,,
배임,24시간이내,범죄,건,14,24,26,30,,,,,,,,,,,,,,,,,
배임,2일이내,범죄,건,20,10,12,17,,,,,,,,,,,,,,,,,
배임,5일이내,범죄,건,31,28,36,31,,,,,,,,,,,,,,,,,
배임,10일이내,범죄,건,40,37,54,60,,,,,,,,,,,,,,,,,
배임,1개월이내,범죄,건,150,146,181,197,,,,,,,,,,,,,,,,,
배임,3개월이내,범죄,건,266,283,358,336,,,,,,,,,,,,,,,,,
배임,3개월초과,범죄,건,1727,1638,1860,2305,,,,,,,,,,,,,,,,,
업무상배임,계,범죄,건,612,603,742,946,,,,,,,,,,,,,,,,,
업무상배임,1시간이내,범죄,건,14,27,27,25,,,,,,,,,,,,,,,,,
업무상배임,2시간이내,범죄,건,,2,,1,,,,,,,,,,,,,,,,,
업무상배임,5시간이내,범죄,건,1,,,,,,,,,,,,,,,,,,,,
업무상배임,12시간이내,범죄,건,,,2,2,,,,,,,,,,,,,,,,,
업무상배임,24시간이내,범죄,건,4,7,3,1,,,,,,,,,,,,,,,,,
업무상배임,2일이내,범죄,건,2,1,5,1,,,,,,,,,,,,,,,,,
업무상배임,5일이내,범죄,건,12,5,4,10,,,,,,,,,,,,,,,,,
업무상배임,10일이내,범죄,건,11,10,17,12,,,,,,,,,,,,,,,,,
업무상배임,1개월이내,범죄,건,40,41,31,52,,,,,,,,,,,,,,,,,
업무상배임,3개월이내,범죄,건,97,85,97,109,,,,,,,,,,,,,,,,,
업무상배임,3개월초과,범죄,건,431,425,556,733,,,,,,,,,,,,,,,,,
배임수재증재,계,범죄,건,31,36,44,62,,,,,,,,,,,,,,,,,
배임수재증재,1시간이내,범죄,건,1,,1,2,,,,,,,,,,,,,,,,,
배임수재증재,2시간이내,범죄,건,,1,1,1,,,,,,,,,,,,,,,,,
배임수재증재,5시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
배임수재증재,24시간이내,범죄,건,,1,2,,,,,,,,,,,,,,,,,,
배임수재증재,2일이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
배임수재증재,5일이내,범죄,건,1,1,,,,,,,,,,,,,,,,,,,
배임수재증재,10일이내,범죄,건,1,,,3,,,,,,,,,,,,,,,,,
배임수재증재,1개월이내,범죄,건,13,1,1,3,,,,,,,,,,,,,,,,,
배임수재증재,3개월이내,범죄,건,4,1,4,8,,,,,,,,,,,,,,,,,
배임수재증재,3개월초과,범죄,건,11,30,34,45,,,,,,,,,,,,,,,,,
풍속범,계,범죄,건,12188,13923,14875,21861,16515,15815,15070,14722,15497,17655,19342,18519,16605,13668,13998,11492,19040,13563,14411,34793,15673
풍속범,1시간이내,범죄,건,1211,1710,2323,5382,3184,3778,3534,4029,4670,6003,7095,6504,6125,4704,68,315,212,76,79,68,1468
풍속범,2시간이내,범죄,건,251,307,478,1126,528,503,447,432,436,586,674,715,632,441,27,299,18,20,15,16,337
풍속범,5시간이내,범죄,건,383,462,599,1308,789,725,592,587,577,841,855,899,701,516,48,581,32,21,21,20,665
풍속범,12시간이내,범죄,건,368,420,570,820,662,556,501,471,457,484,660,533,433,328,16,222,25,17,15,9,382
풍속범,24시간이내,범죄,건,1050,1374,1625,2197,1413,1122,1010,959,923,1192,1309,1188,929,744,14,216,28,13,8,8,248
풍속범,2일이내,범죄,건,813,996,994,1458,943,826,800,671,752,778,867,786,650,471,11,229,27,18,15,7,180
풍속범,5일이내,범죄,건,903,1074,986,1335,1296,1155,1198,1051,1177,1177,1378,1277,1056,784,25,389,55,30,15,11,359
풍속범,10일이내,범죄,건,610,635,658,760,825,737,826,696,700,771,872,902,736,604,24,270,44,17,12,10,358
풍속범,1개월이내,범죄,건,1259,1359,1333,1602,1381,1317,1251,1170,1038,1149,1185,1202,1043,979,32,434,80,34,16,30,666
풍속범,3개월이내,범죄,건,1581,1517,1594,1639,1746,1629,1600,1531,1394,1442,1396,1406,1344,1274,48,513,78,39,28,148,1331
풍속범,3개월초과,범죄,건,3759,4069,3715,4234,3748,3467,3311,3125,3373,3232,3051,3107,2956,2823,13685,8024,18441,13278,14187,34466,9679
간통,계,범죄,건,6530,6670,6598,7182,,,,,,,,,,,,,,,,,
간통,1시간이내,범죄,건,174,315,262,287,,,,,,,,,,,,,,,,,
간통,2시간이내,범죄,건,28,19,24,31,,,,,,,,,,,,,,,,,
간통,5시간이내,범죄,건,40,35,27,43,,,,,,,,,,,,,,,,,
간통,12시간이내,범죄,건,77,72,84,90,,,,,,,,,,,,,,,,,
간통,24시간이내,범죄,건,259,338,346,308,,,,,,,,,,,,,,,,,
간통,2일이내,범죄,건,233,216,204,255,,,,,,,,,,,,,,,,,
간통,5일이내,범죄,건,369,364,310,358,,,,,,,,,,,,,,,,,
간통,10일이내,범죄,건,386,329,352,391,,,,,,,,,,,,,,,,,
간통,1개월이내,범죄,건,944,955,965,1126,,,,,,,,,,,,,,,,,
간통,3개월이내,범죄,건,1251,1157,1260,1259,,,,,,,,,,,,,,,,,
간통,3개월초과,범죄,건,2769,2870,2764,3034,,,,,,,,,,,,,,,,,
혼인빙자간음,계,범죄,건,1096,1085,865,882,,,,,,,,,,,,,,,,,
혼인빙자간음,1시간이내,범죄,건,25,40,23,33,,,,,,,,,,,,,,,,,
혼인빙자간음,2시간이내,범죄,건,6,4,3,4,,,,,,,,,,,,,,,,,
혼인빙자간음,5시간이내,범죄,건,2,1,,1,,,,,,,,,,,,,,,,,
혼인빙자간음,12시간이내,범죄,건,1,2,4,3,,,,,,,,,,,,,,,,,
혼인빙자간음,24시간이내,범죄,건,15,25,10,6,,,,,,,,,,,,,,,,,
혼인빙자간음,2일이내,범죄,건,8,8,13,11,,,,,,,,,,,,,,,,,
혼인빙자간음,5일이내,범죄,건,12,19,15,12,,,,,,,,,,,,,,,,,
혼인빙자간음,10일이내,범죄,건,20,17,18,18,,,,,,,,,,,,,,,,,
혼인빙자간음,1개월이내,범죄,건,80,74,55,64,,,,,,,,,,,,,,,,,
혼인빙자간음,3개월이내,범죄,건,166,133,127,108,,,,,,,,,,,,,,,,,
혼인빙자간음,3개월초과,범죄,건,761,762,597,622,,,,,,,,,,,,,,,,,
음행매개등,계,범죄,건,119,92,74,187,,,,,,,,,,,,,,,,,
음행매개등,1시간이내,범죄,건,42,26,22,64,,,,,,,,,,,,,,,,,
음행매개등,2시간이내,범죄,건,,1,4,2,,,,,,,,,,,,,,,,,
음행매개등,5시간이내,범죄,건,4,2,1,1,,,,,,,,,,,,,,,,,
음행매개등,12시간이내,범죄,건,3,2,3,5,,,,,,,,,,,,,,,,,
음행매개등,24시간이내,범죄,건,9,3,3,15,,,,,,,,,,,,,,,,,
음행매개등,2일이내,범죄,건,5,5,5,11,,,,,,,,,,,,,,,,,
음행매개등,5일이내,범죄,건,3,5,7,15,,,,,,,,,,,,,,,,,
음행매개등,10일이내,범죄,건,6,1,3,12,,,,,,,,,,,,,,,,,
음행매개등,1개월이내,범죄,건,15,13,8,25,,,,,,,,,,,,,,,,,
음행매개등,3개월이내,범죄,건,12,12,1,12,,,,,,,,,,,,,,,,,
음행매개등,3개월초과,범죄,건,20,22,17,25,,,,,,,,,,,,,,,,,
도박·복표,계,범죄,건,4443,6076,7338,13610,,,,,,,,,,,,,,,,,
도박·복표,1시간이내,범죄,건,970,1329,2016,4998,,,,,,,,,,,,,,,,,
도박·복표,2시간이내,범죄,건,217,283,447,1089,,,,,,,,,,,,,,,,,
도박·복표,5시간이내,범죄,건,337,424,571,1263,,,,,,,,,,,,,,,,,
도박·복표,12시간이내,범죄,건,287,344,479,722,,,,,,,,,,,,,,,,,
